# version: 4.2.21
# date: 2023/10/12
# data: E:\LipidSearch\data\Akeem\AD gang_lipidomics\FAD9_gangliosides.raw
# filter: TopRankFilter(Peak) TopRankFilter(Lipid) Class(CL,DLCL,MLCL,LPA,PA,LPC,PC,LPE,PE,LPG,PG,LPI,PI,LPS,PS,PIP,PIP2,PIP3,Cer,CerP,CerPE,Hex1SPH,Hex1Cer,Hex2Cer,Hex3Cer,CerG2GNAc1,CerG3GNAc1,CerG3GNAc2,GM3,GM2,GM1,GD1a,GD1b,GD2,GD3,GT1a,GT1b,GT1c,GT2,GT3,GQ1c,GQ1b,LSM,phSM,SM,SPH,SPHP,ST,AcHexSiE,AcHexStE,AcHexZyE,AcHexCmE,AcHexChE,ChE,D7ChE,CmE,DG,D5DG,MG,SiE,StE,TG,D5TG,ZyE,AcCa,AEA,Co,cPA,FA,LPEt,LPMe,OAHFA,PAF,PEt,PMe,SL,WE)

DataId	LipidIon	Class	FattyAcid	Ion	Formula	ObsMz	Rt	It.	It.(S)	It.(N)	Pol.	z	Scan	ObsMass	CalcMz	Delta(Da)	Delta(PPM)	t-Score	TopRT	Area	AreaScore	PeakQuality	SN	QMethod	Height	Hwhm(L)	Hwhm(R)	QuantInfo	
4578	LPA(4:0)-H	LPA	(4:0)	M-H	C7 H14 O7 N0 P1	241.049856	8.560559	14927.649991	14927.649991	14927.649991	N	1	MS1	241.04930747	241.04826653	0.0015894699999989825	6.593962109585407	6.543379460300686	8.54	1.872E04	1.0	0.72	8,131.220	SI	8.132E03	0.0	0.0	8.540_8132.218_8.508_8.854_18719.289_0.72_8131.22_8.508_0.000_8.741_0.000;8.181_10018.162_8.062_8.275_18784.598_0.70_10017.16_8.062_0.000_8.275_0.000;8.357_15396.724_8.275_8.508_58206.219_0.74_15395.72_8.275_0.000_8.508_0.000;8.936_4910.570_8.854_9.049_3221.577_0.84_4909.57_8.854_0.000_9.030_0.000	
4579	LPA(4:0)-H	LPA	(4:0)	M-H	C7 H14 O7 N0 P1	241.05006600000002	8.45498	19336.078509	19336.078509	19336.078509	N	1	MS1	241.04951747	241.04826653	0.001799470000008796	7.465146659058342	6.4378004603006875	8.357	5.821E04	1.0	0.74	15,395.720	SI	1.540E04	0.0	0.0	8.540_8132.218_8.508_8.854_18719.289_0.72_8131.22_8.508_0.000_8.741_0.000;8.181_10018.162_8.062_8.275_18784.598_0.70_10017.16_8.062_0.000_8.275_0.000;8.357_15396.724_8.275_8.508_58206.219_0.74_15395.72_8.275_0.000_8.508_0.000;8.936_4910.570_8.854_9.049_3221.577_0.84_4909.57_8.854_0.000_9.030_0.000	
4632	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.2166016525864	11.982015	46990.777344	88207.675782	88207.675782	N	1	MS1	241.2160531225864	241.21730353	-7.018774136042794E-4	-2.909745866903742	9.673554063226284	11.687	1.222E06	1.0	0.72	1.870	SI	7.660E04	0.0	0.0	11.687_76603.302_11.483_12.474_1221856.408_0.72_1.87_11.532_26716.816_12.443_26716.816	
4634	WE(3:0_12:0)-H	WE	(3:0_12:0)	M-H	H29 C15 O2	241.21661769026733	2.033911	2.5197992E7	1.6930586025E8	1.6930586025E8	N	1	MS1	241.21606916026732	241.21730352999995	-6.858397326254817E-4	-2.843258888236837	0.030094136321835663	2.036	8.329E07	1.0	0.99	201.890	SI	2.530E07	0.0	0.0	2.036_25301061.357_1.945_2.137_83291566.055_0.99_201.89_1.945_124700.367_2.134_124700.367	
4633	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21664400000003	12.956925	43297.476563	43297.476563	43297.476563	N	1	MS1	241.21609547000003	241.21730353	-6.595299999787585E-4	-2.7341873629688362	10.648464063226283	13.009	1.579E05	1.0	0.45	2.220	SI	6.836E04	0.0	0.0	13.009_68363.061_12.462_13.450_157851.075_0.45_2.22_12.475_21214.314_13.387_21214.314	
4631	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21665686452405	3.619945	125514.84375	353332.007813	353332.007813	N	1	MS1	241.21610833452405	241.21730353	-6.466654759549328E-4	-2.680855272974234	1.311484063226283	3.106	6.582E06	1.0	0.66	2.800	SI	4.916E05	0.0	0.0	3.106_491648.749_3.025_4.223_6581966.304_0.66_2.80_3.025_129540.473_4.186_129540.473	
4640	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.216725	13.831777	56217.132813	56217.132813	56217.132813	N	1	MS1	241.21617647	241.21730353	-5.785300000127336E-4	-2.398388070315364	11.523316063226284	14.177	3.627E05	1.0	0.6	1.850	SI	7.762E04	0.0	0.0	14.177_77617.436_13.336_14.322_362738.344_0.60_1.85_13.387_27257.940_14.316_27257.940	
4644	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21673500958585	6.469356	138296.578125	559012.085938	559012.085938	N	1	MS1	241.21618647958584	241.21730353	-5.685204141627764E-4	-2.356891643384348	4.160895063226283	5.978	2.678E06	1.0	0.53	1.830	SI	2.230E05	0.0	0.0	5.978_222962.960_5.971_6.652_2677900.357_0.53_1.83_6.132_71307.651_6.652_71307.651;6.733_96506.734_6.652_6.962_115405.801_0.50_0.99_6.652_48475.135_6.875_48475.135	
4649	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21673677607626	10.249338	50044.074219	99294.066407	99294.066407	N	1	MS1	241.21618824607626	241.21730353	-5.667539237492747E-4	-2.349568359695253	7.940877063226283	10.523	3.247E04	1.0	0.75	1.040	SI	7.342E04	0.0	0.0	10.523_73422.431_9.751_10.740_32472.414_0.75_1.04_9.806_35963.801_10.659_35963.801	
4643	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.216741	9.00488	46696.714844	46696.714844	46696.714844	N	1	MS1	241.21619247	241.21730353	-5.625299999962863E-4	-2.3320573724180975	6.696419063226283	9.552	3.901E05	1.0	0.79	0.630	SI	6.799E04	0.0	0.0	9.552_67989.277_8.814_9.800_390130.646_0.79_0.63_8.814_41645.223_9.775_41645.223	
